id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,yr_built
9528102772,438000.0,2,2.0,1270,1372,3.0,0,0,2000
3353401710,227950.0,3,1.5,1670,8230,1.0,0,0,1954
3179100435,641000.0,2,1.0,1420,5332,1.0,0,0,1953
8857600960,205000.0,3,1.0,940,7980,1.0,0,0,1960
1774000200,400000.0,3,1.75,1920,9102,1.0,0,0,1968
2024069128,1030000.0,3,2.5,3545,9816,1.0,0,0,2005
1049010390,505000.0,3,2.0,1260,5460,1.0,0,0,1972
3775300030,333500.0,3,1.75,1220,9732,1.0,0,0,1965
2525300030,232000.0,3,1.0,1400,10403,1.0,0,0,1976
1324059104,691100.0,3,2.75,2360,16117,1.0,0,0,1983
2287000030,811000.0,3,1.75,1870,9897,1.0,0,0,1960
7702010030,551000.0,3,2.5,2830,5802,2.0,0,0,2001
1529200340,496500.0,3,2.5,2260,3640,2.0,0,0,1994
1843100340,348000.0,3,2.25,2570,8491,2.0,0,0,1989
7282300125,330000.0,3,1.0,980,7000,1.0,0,0,1953
2419600075,465000.0,3,1.75,1480,6360,1.0,0,0,1954
1723049270,340500.0,3,2.0,2270,28025,1.0,0,0,1947
2172000075,290900.0,2,2.0,1610,17600,2.0,0,0,1930
8651610890,1150000.0,4,3.25,4190,10259,2.0,0,0,2000
1853080570,859900.0,4,2.75,3390,6298,2.0,0,0,2011
1604602050,460000.0,3,2.5,1610,2527,2.0,0,2,2005
6844700810,438924.0,3,1.5,1050,4590,1.0,0,0,1949
6665800030,590000.0,4,2.75,2910,10650,1.0,0,2,1975
5466000030,328500.0,3,2.5,1950,8130,2.0,0,0,1990
6189200125,849950.0,3,3.0,2990,9773,2.0,0,0,1973
9169600135,525000.0,3,1.5,1350,6000,1.0,0,2,1950
8732131090,295000.0,4,2.5,2160,7725,1.0,0,0,1978
8691370400,699900.0,4,2.75,2810,7302,2.0,0,0,2002
8562501040,452000.0,4,1.5,1580,7350,1.0,0,0,1963
2475200140,370000.0,3,2.0,1680,5036,1.0,0,1,1987
9828702519,490000.0,2,2.5,1230,1391,2.0,0,0,2004
4432600075,725000.0,4,2.0,2110,4140,2.0,0,0,1925
7806300030,299000.0,3,2.75,3080,19635,1.0,0,2,1958
9274202270,625000.0,2,1.5,1490,5750,1.5,0,0,1900
8906200070,280000.0,3,1.5,1670,11610,1.0,0,0,1963
2769600560,529000.0,3,1.0,1210,3328,1.5,0,0,1924
5113400431,615000.0,2,1.0,1540,6872,1.0,0,0,1946
8121200810,585000.0,4,1.75,2430,7559,1.0,0,0,1981
9276201895,615000.0,3,1.75,1900,5000,1.0,0,0,1951
1922059046,308000.0,3,1.0,1980,39150,1.5,0,0,1932
4386700135,2250000.0,4,2.25,4760,8036,2.5,0,0,1916
1923069078,890000.0,4,3.25,3180,194278,2.0,0,0,2005
1432400335,288000.0,3,1.0,1190,7560,1.0,0,0,1958
1180003090,190000.0,2,1.0,630,6000,1.0,0,0,1943
726049331,515000.0,5,3.0,2530,5105,1.0,0,0,2005
3340401555,235000.0,4,1.5,1690,11054,1.0,0,0,1930
7453000070,275000.0,2,1.0,940,5000,1.0,0,0,1951
1545807610,270500.0,3,2.5,1780,7848,1.0,0,0,1978
4403600270,970000.0,4,3.25,4740,76230,2.0,0,0,1987
2008200060,160000.0,3,1.5,1010,9600,1.0,0,0,1962
1521069070,204000.0,3,1.0,1040,7405,1.0,0,0,1971
2459500310,358000.0,3,2.25,1610,6655,2.0,0,0,1985
6204420070,452000.0,4,1.75,1570,8268,1.0,0,0,1979
2270000070,280000.0,4,2.5,1560,4350,2.0,0,0,2003
4139400710,782000.0,4,2.5,2380,9614,2.0,0,0,1991
2473420140,315000.0,4,2.75,2300,18360,1.0,0,0,1979
1373800295,1450000.0,3,3.0,4380,6320,2.0,0,3,1952
4025300135,451000.0,3,1.75,1790,9813,2.0,0,0,1949
5486800070,1950000.0,7,3.5,4640,15235,2.0,0,1,1965
236400320,238000.0,4,1.0,1400,7242,1.5,0,0,1959
4376700570,750000.0,6,1.75,2750,9563,2.0,0,0,1973
1921069084,404950.0,4,2.25,2340,217014,1.0,0,0,1982
6431500140,880000.0,3,2.5,2870,5163,2.0,0,0,2014
5307100060,638700.0,3,1.75,2080,9162,1.0,0,0,1960
7203102050,435000.0,3,2.5,1840,5680,2.0,0,0,2008
2436701180,671500.0,5,2.75,2160,4000,1.5,0,0,1927
809002765,610000.0,3,1.0,1180,3400,1.5,0,0,1907
98020350,720000.0,4,4.0,3200,7708,2.0,0,0,2004
1714900060,442000.0,5,3.0,2560,5445,1.5,0,0,1927
1189000030,650000.0,5,2.75,2550,5040,1.5,0,0,1902
2473360060,263500.0,3,1.75,1330,9917,1.0,0,0,1981
222069082,300000.0,2,1.0,1220,75794,1.0,0,0,1963
1526069135,930000.0,4,4.0,6050,84942,2.5,0,2,2009
1088650310,530000.0,4,2.5,2320,5493,2.0,0,0,2004
7853240200,619000.0,3,2.5,2720,6439,2.0,0,0,2005
2998800125,730000.0,2,2.25,2130,4920,1.5,0,4,1941
5419800510,268500.0,4,1.75,1420,7500,1.0,0,0,1981
7942601895,640000.0,3,2.5,2160,4000,1.5,0,0,1903
6909200575,685000.0,3,2.0,2060,2900,1.5,0,0,1931
3620069036,265000.0,3,1.75,1820,32666,1.0,0,0,1966
2781280390,290000.0,3,2.5,1610,2937,2.0,0,0,2006
8682250350,507000.0,2,1.75,1670,6460,1.0,0,0,2004
3211230260,399950.0,4,2.0,2420,31465,1.0,0,0,1984
240000058,469000.0,4,2.75,3550,13938,1.0,0,0,1966
6865200444,531000.0,2,3.0,1270,1175,2.0,0,0,2000
9498200046,443500.0,2,1.0,940,6804,1.0,0,0,1949
5631500868,590000.0,4,3.5,3100,15842,2.0,0,0,1996
2321300390,650000.0,3,2.0,1870,3388,1.0,0,0,1925
3905040800,533600.0,3,2.5,1930,5080,2.0,0,0,1990
2826049234,425000.0,3,2.25,1820,8814,1.0,0,0,1967
3010300240,577000.0,3,2.5,2060,5750,1.0,0,0,1976
461001615,605000.0,2,1.75,1760,5000,1.0,0,0,1927
6411600069,325000.0,3,1.0,990,6750,1.0,0,0,1947
7548300731,559950.0,3,2.5,1660,1458,3.0,0,0,2014
8925100390,1042500.0,3,1.75,1900,9375,1.0,0,1,1941
7010700292,543500.0,3,2.25,1270,2790,1.0,0,0,1970
9485951170,480000.0,4,2.25,3250,34293,2.0,0,0,1983
582000135,565000.0,2,1.75,1330,6000,1.0,0,0,1914
3204800370,426700.0,3,1.75,2080,7700,1.0,0,0,1968
9550204515,542000.0,2,1.0,890,3060,1.0,0,0,1910
6131600060,214000.0,3,1.0,1200,8316,1.0,0,0,1953
3329500060,305000.0,4,2.5,2250,9091,1.0,0,0,1982
9385200045,729500.0,3,2.5,1660,1091,3.0,0,1,2015
922049078,157000.0,1,1.0,870,26326,1.0,0,0,1939
3226200105,325000.0,3,1.0,1920,6862,1.0,0,2,1952
7849202231,337000.0,3,2.5,1470,3976,2.0,0,0,1999
3760500116,3070000.0,3,2.5,3930,55867,1.0,1,4,1957
259900160,748000.0,4,3.5,2770,3330,2.0,0,0,2001
192460310,269900.0,3,1.75,1140,22267,1.0,0,0,1986
9412200260,496500.0,4,2.5,2250,14440,1.0,0,0,1967
6798100662,312000.0,3,1.5,1255,1374,3.0,0,0,2004
2525500260,331000.0,3,1.75,1300,9079,1.0,0,0,1986
6145600041,306000.0,3,1.5,1220,1086,3.0,0,0,2007
5151600340,290000.0,3,1.5,1950,15954,1.0,0,0,1959
2710600045,460000.0,3,1.75,1550,4708,1.0,0,0,1949
5101405124,435000.0,4,2.5,1700,6380,1.0,0,0,1940
1959701890,865000.0,4,1.75,1800,4180,2.0,0,3,1921
1402200340,385000.0,3,1.75,1800,18000,1.0,0,0,1968
3558900070,497000.0,3,2.25,1870,9315,1.0,0,0,1975
3013300288,478500.0,3,1.0,2090,4755,1.0,0,2,1969
7852070060,1145000.0,4,3.5,4370,18361,2.0,0,0,2001
5029450160,222000.0,3,2.0,1440,7187,1.0,0,0,1981
3526069070,799000.0,4,3.0,2580,209523,2.0,0,0,1984
5104540240,609900.0,4,2.5,3190,7399,2.0,0,0,2006
3438500486,413000.0,4,3.5,2380,5809,2.0,0,0,1995
2346200030,802541.0,5,2.75,2990,6768,2.0,0,0,2014
1321710030,320000.0,3,2.5,2680,7757,2.0,0,0,1990
7853290030,507000.0,4,2.5,2730,7649,2.0,0,0,2006
1775800800,396000.0,3,1.0,1500,12616,1.0,0,0,1967
5450900060,1484900.0,5,2.5,4570,19252,2.0,0,0,1965
1402600700,359900.0,4,2.25,2470,7698,2.0,0,0,1983
2013200390,268000.0,4,1.75,1680,9966,1.0,0,0,1977
766500030,225000.0,3,1.75,1760,26055,1.0,0,0,1979
6205500030,480000.0,4,2.0,2180,10575,1.0,0,0,1950
9477200560,440000.0,3,1.75,1530,7245,1.0,0,0,1984
6055000310,530000.0,3,2.5,3660,39478,2.0,0,2,1989
7203000640,215000.0,4,1.0,1130,7400,1.0,0,0,1969
2988000070,405000.0,5,1.75,1550,10500,1.0,0,0,1961
3670500710,405500.0,3,1.5,1010,8108,1.0,0,0,1954
8820903380,730000.0,6,2.25,2660,13579,2.0,0,0,1937
6431000270,565000.0,2,1.0,960,4080,1.0,0,0,1911
2225059214,1578000.0,4,3.25,4670,51836,2.0,0,0,1988
7694800270,636000.0,3,2.5,2140,2770,2.0,0,0,2007
2171400197,350000.0,5,3.0,2520,5500,1.0,0,0,2004
3530490070,210000.0,2,1.75,1440,5680,1.0,0,0,1978
2525000510,328000.0,3,1.75,1470,7650,1.0,0,0,1983
1853000510,985000.0,4,2.25,4230,37769,2.0,0,0,1989
1742800060,501000.0,3,1.75,1970,7972,1.0,0,3,1976
2619950350,403000.0,3,2.75,2090,8354,2.0,0,0,2012
731500200,347500.0,4,2.5,2156,3562,2.0,0,0,2012
2591820310,365000.0,4,2.25,2070,8893,2.0,0,0,1986
3626039299,588000.0,3,1.0,1910,8167,1.0,0,0,1951
9346980140,605000.0,3,1.75,1920,7400,1.0,0,0,1977
6613000140,1300000.0,3,3.25,3400,5979,2.0,0,0,1937
7830800339,360000.0,4,2.5,2210,17715,2.0,0,0,1997
1771000890,305000.0,3,1.0,1160,9750,1.0,0,0,1967
7340500270,560000.0,4,2.5,2940,6000,2.0,0,0,2000
9277200111,650000.0,4,1.75,2010,5070,1.0,0,1,1963
1138020200,435000.0,4,1.5,1510,6460,1.0,0,0,1970
3959400710,447000.0,3,1.0,1370,6001,1.0,0,0,1944
8682300890,699800.0,2,2.5,2380,6600,1.0,0,0,2010
5149300200,316500.0,3,1.75,1600,14250,1.0,0,0,1979
9273200140,1310000.0,2,2.25,3950,3938,2.0,0,4,1991
770000045,405600.0,5,1.5,2830,4000,2.5,0,0,1918
6379500159,400000.0,3,2.25,1190,1149,2.0,0,0,2008
8146100270,824000.0,4,2.25,2490,9864,1.0,0,0,1961
8648200030,260000.0,3,1.75,1100,10968,1.0,0,0,1984
208500160,760000.0,4,2.5,2430,6099,1.0,0,0,1965
1196003428,405000.0,3,2.5,3170,12750,2.0,0,0,1995
5104450990,429900.0,4,2.5,2640,8625,2.0,0,0,1987
3343901234,341500.0,3,1.5,1130,7223,1.0,0,0,1961
226039214,465250.0,5,2.0,1940,7642,1.5,0,0,1957
2205500575,390000.0,3,1.0,1200,10800,1.0,0,0,1955
3191000240,400000.0,3,1.75,1590,8219,1.5,0,0,1938
5693500270,715000.0,4,1.0,2000,4800,2.0,0,0,1911
686500030,650000.0,6,2.75,3610,10003,1.5,0,0,1966
2688100071,500000.0,2,1.0,1280,5400,1.0,0,0,1964
2423069155,460000.0,4,2.0,2090,40419,1.0,0,0,1984
2608300030,408200.0,3,2.5,1800,5761,2.0,0,0,1990
1446800511,249950.0,4,1.0,1330,7980,1.5,0,0,1952
6145601000,429950.0,4,1.0,1760,7216,1.0,0,0,1947
3885805935,710000.0,4,2.0,1740,9000,1.0,0,0,1958
6838800140,1100000.0,4,3.5,4270,40097,1.0,0,0,1993
4083305445,650000.0,3,2.0,1340,2720,1.5,0,0,1913
7940700260,422120.0,3,2.5,1630,4534,2.0,0,0,1987
8854100350,625000.0,5,2.5,2990,15085,2.0,0,0,2007
3904980030,500000.0,3,2.25,1690,4964,2.0,0,0,1989
6067900060,565000.0,3,2.75,2390,9966,1.0,0,0,1977
7202340960,581000.0,3,2.5,2600,4438,2.0,0,0,2004
4307350200,347000.0,3,2.5,1680,4308,2.0,0,0,2004
4045100075,2400000.0,4,4.25,4890,15188,2.0,0,2,1999
