id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,yr_built
1823099076,3,2.5,1780,47480,2.0,0,0,1995
221049191,3,2.5,2120,22482,1.0,0,0,1979
7452500315,2,1.0,1210,4895,1.0,0,0,1951
84000245,3,1.75,1100,9452,1.0,0,0,1942
8127700820,3,2.0,1470,4640,1.5,0,0,1926
114101500,4,1.75,1370,9993,1.0,0,0,1918
5561401220,6,3.0,4050,36171,2.0,0,0,1970
6116500028,3,1.75,1630,9000,1.0,0,0,1956
6141100750,3,1.0,1380,6591,1.0,0,0,1947
2968801105,2,1.0,950,8100,1.0,0,0,1955
7214711270,5,2.25,2940,38009,1.0,0,0,1977
117000100,3,1.75,1660,5750,1.0,0,0,1909
3959400855,4,2.75,2470,7200,1.0,0,0,1940
624110930,3,3.5,3460,15745,2.0,0,0,1986
2420069251,1,0.75,520,12981,1.0,0,0,1920
9808700405,3,2.5,2660,13367,2.0,0,2,1992
9818700215,5,2.0,2000,3000,1.5,0,0,1931
3359500110,2,2.25,2550,6000,2.0,0,0,1902
3876311390,3,2.25,2090,9163,1.0,0,0,1975
6638900115,2,1.0,750,4680,1.0,0,0,1948
1523089097,3,1.5,2520,37616,1.0,0,0,1955
7820000038,3,2.0,1700,10000,2.0,0,0,1992
8562700300,3,1.75,1070,8030,1.0,0,0,1966
9558020600,4,2.5,2460,5440,2.0,0,0,2003
8901500178,4,2.25,2440,9450,1.5,0,0,1947
1118001408,5,4.75,5410,13431,2.0,0,0,1941
7227501745,4,2.0,3160,11193,1.0,0,0,1942
7518502490,3,2.0,1690,5100,1.5,0,0,1907
9349900110,2,1.5,1140,2500,1.0,0,1,1988
7813200115,2,1.0,790,6426,1.0,0,0,1944
3824100246,4,2.75,2200,9676,1.0,0,0,1979
868000615,4,2.5,2600,11542,1.5,0,0,1939
3629870110,3,2.5,1910,3075,2.0,0,0,2001
203100690,4,2.75,3160,42733,2.0,0,0,1995
2023069059,3,3.0,2840,206910,2.0,0,0,1999
7987400356,2,1.0,1220,2500,1.0,0,0,1910
3449900090,4,2.5,2630,5379,2.0,0,0,2004
4083301645,3,1.0,1550,6840,1.5,0,0,1918
1322059002,3,1.75,1980,273556,1.0,0,0,1956
5393601050,4,2.0,1650,6000,1.0,0,0,1959
3340401570,3,1.75,1830,7969,1.0,0,0,1950
7229000025,4,3.0,2200,10800,1.0,0,0,1960
1331900110,4,2.5,2960,28005,2.0,0,0,1989
7846700850,3,1.0,1150,6000,1.5,0,0,1927
2825059256,4,2.5,3030,13068,2.0,0,0,1978
9272200090,4,4.5,3780,6000,2.0,0,4,1910
1515920090,3,2.5,2440,18674,2.0,0,0,1994
2141310490,3,2.25,1920,8412,1.0,0,2,1977
5072300100,4,2.25,3380,9900,1.0,0,2,1969
4397000100,4,2.5,3140,12591,2.0,0,0,1993
225039175,5,3.0,2450,4591,2.0,0,0,1994
3693900985,2,1.0,1260,5000,1.0,0,0,1951
7657000165,4,1.0,1070,7467,1.5,0,0,1944
1561600025,3,1.5,1660,8797,1.0,0,0,1956
1422700110,3,1.0,1740,10875,1.0,0,0,1962
1075100090,3,2.0,1710,8910,1.0,0,0,1953
726049202,3,1.0,1020,10200,1.0,0,0,1954
1023089228,3,1.75,1250,13775,1.0,0,2,1990
7133300044,3,3.5,1360,1275,2.0,0,0,2007
806800090,3,1.75,1890,5000,1.0,0,0,2003
3861400061,3,1.75,1480,9603,1.0,0,0,1952
809002680,4,1.75,2410,6000,1.5,0,0,1911
1314300018,3,3.25,1400,1343,2.0,0,0,2005
1105000296,2,1.0,720,5913,1.0,0,0,1920
5423030300,4,1.75,2420,7672,1.0,0,0,1979
4447300008,3,1.5,1950,1963,3.0,0,0,2002
6413600123,3,2.25,1870,7403,1.0,0,0,1950
1233100601,2,1.0,840,7414,1.0,0,0,1928
126059097,3,3.5,2690,104544,2.0,0,0,1948
1437580600,5,4.5,4140,7924,2.0,0,0,2005
793200100,3,1.25,2350,6200,1.0,0,0,1966
6744700900,4,2.5,2570,13450,1.0,0,4,1948
585000008,2,1.0,1020,4002,1.0,0,0,1953
7974700112,4,2.5,2530,6500,1.5,0,0,1975
9238500100,4,2.25,2070,20280,2.0,0,0,1968
399000195,3,1.0,960,7500,1.0,0,0,1953
9521100855,3,1.5,1290,1286,3.0,0,0,2000
4435000705,3,1.0,1350,8700,1.5,0,0,1942
8146300025,4,2.5,2500,8680,1.0,0,0,1958
1250202430,3,1.5,2210,6300,1.5,0,0,1916
6929602605,3,1.75,1200,8631,1.0,0,0,1959
3885801450,2,1.0,1150,6000,1.0,0,1,1921
723049476,3,2.25,1630,9145,1.0,0,0,1960
9275702350,3,1.5,2390,4452,2.0,0,1,1929
1311000600,5,1.75,2320,7700,1.0,0,0,1962
2600020100,4,2.5,2720,10455,2.0,0,2,1981
304100090,4,2.25,1500,5393,2.0,0,0,1999
8961990090,3,2.5,2070,4132,2.0,0,0,1999
7215730590,4,3.5,3150,6175,2.0,0,0,2001
7525530100,5,3.5,4180,17841,2.0,0,2,1990
1925059194,4,2.25,2840,20242,1.0,0,0,1972
7883607645,1,1.0,720,6000,1.0,0,0,1940
2946000590,3,1.5,1820,8750,1.0,0,0,1958
685000115,8,6.0,4340,9415,2.0,0,0,1967
3277801450,4,1.0,1140,6250,1.5,0,0,1958
7980900011,3,2.0,1910,13505,1.0,0,0,1955
4022906430,3,2.25,2070,15002,1.5,0,0,1955
318500300,4,2.75,2640,6240,2.0,0,0,2001
1446400785,3,1.0,1120,6625,1.0,0,0,1942
4400200057,3,3.5,2050,2020,2.0,0,0,2006
726049232,3,1.75,1660,10150,1.5,0,0,1957
7230000265,3,2.5,2970,21907,2.0,0,0,1998
3585900090,4,2.5,3130,21100,1.0,0,4,1956
871001105,4,2.75,3160,7143,1.5,0,0,1933
1725059209,6,2.5,2680,11250,1.0,0,0,1967
8669400100,4,2.75,4190,38912,1.0,0,0,1965
3824100051,4,1.75,1690,8392,1.0,0,0,1979
3987700115,4,1.75,1640,9299,1.5,0,0,1943
492000475,4,1.5,2010,7561,1.5,0,0,1921
3856904580,3,1.75,2050,4080,2.0,0,0,1991
952007069,3,1.75,1230,1441,2.0,0,0,2004
952004745,4,1.0,1070,5750,1.0,0,0,1923
2303900090,4,2.5,5760,32033,2.0,0,4,1994
254000100,4,2.25,2870,5453,2.0,0,1,1926
6163901751,3,1.0,880,9238,1.5,0,0,1946
7852060490,3,2.5,1590,3411,2.0,0,0,2000
522069119,3,2.5,2720,62310,1.0,0,0,1985
3395041194,3,2.75,1880,1793,2.0,0,0,2001
8732030490,4,2.5,2460,7800,1.0,0,0,1977
3856902250,3,1.0,1370,4000,2.0,0,0,1918
3359500755,5,1.0,1690,3240,1.5,0,0,1914
5101408593,5,1.5,2240,6337,1.0,0,0,1956
8902000068,3,2.0,1510,7066,1.0,0,2,1973
6145601810,2,1.0,1040,5765,1.0,0,0,1944
7853340490,2,2.5,1620,3196,2.0,0,0,2008
1015500300,3,2.5,1870,7344,1.0,0,0,1980
3972300100,4,2.5,2060,8968,1.0,0,0,1975
3876300600,4,1.75,1610,11305,1.0,0,0,1968
4037800015,5,2.0,2590,8610,1.0,0,0,1958
2719100042,3,2.0,1890,1599,2.0,0,0,2012
4112100165,3,3.0,2010,2554,2.0,0,0,2001
524069019,4,3.25,4400,262666,2.0,0,0,1988
4083304190,1,2.5,1820,3008,2.0,0,0,1910
3223069019,3,1.0,1410,81021,1.0,0,0,1949
9835800750,3,2.25,1640,7630,1.0,0,0,1968
2222059064,4,1.75,1870,22072,1.0,0,0,1959
2011400583,3,2.5,2700,9994,1.0,0,3,1959
1796100015,4,3.5,3090,100835,2.0,0,0,1999
3626079040,2,3.0,2560,982278,1.0,0,0,2004
3052700855,3,1.5,1500,5000,1.5,0,0,1927
984200590,3,1.75,1500,10230,1.0,0,0,1968
9353300090,3,2.0,1630,10723,1.0,0,0,1959
1565950090,4,2.5,2020,7277,2.0,0,0,1993
7202331500,5,3.0,4180,8561,2.0,0,0,2003
621069039,4,2.25,1620,106722,1.0,0,0,1980
9264910900,4,2.5,2830,7350,1.0,0,0,1982
7140700300,3,2.5,2280,6386,2.0,0,0,2008
723049333,3,1.5,1490,10367,1.0,0,0,1957
1545805820,3,1.75,1590,7620,1.0,0,0,1984
3818700123,3,2.0,2360,5737,2.0,0,0,2003
7977200590,3,1.75,1640,4590,1.5,0,0,1951
4270600025,5,1.75,2020,7902,1.0,0,0,1962
1922059445,3,2.5,2430,15264,2.0,0,0,1997
7345310100,4,1.75,1650,6900,1.0,0,0,1978
3290800215,2,1.0,980,4120,1.0,0,0,1950
3275880100,4,2.5,2580,15031,2.0,0,0,1999
1061500110,3,1.0,1030,15264,1.0,0,0,1962
4331400090,3,1.5,1430,8960,1.0,0,0,1953
9136102680,3,1.75,1610,3210,1.0,0,0,1928
3225059223,4,3.5,3410,10769,2.0,0,0,2008
4151800195,3,1.0,1410,4840,1.0,0,2,1942
4054520100,4,2.5,3700,63991,2.0,0,0,1992
1036400110,3,2.25,2080,12134,1.0,0,0,1973
7300410110,4,2.5,2490,8290,2.0,0,0,1999
2432000110,4,2.75,2410,9549,1.0,0,0,1956
3905100740,4,2.5,1780,4169,2.0,0,0,1994
7348200195,3,1.0,990,12696,1.5,0,0,1936
8081900195,3,1.0,1590,4600,1.5,0,0,1926
6414100025,4,2.5,3260,10032,1.0,0,0,1978
4141400100,4,2.25,2050,9720,2.0,0,0,1967
4123810090,3,2.25,2140,10256,2.0,0,0,1987
1180500100,4,2.75,1920,4627,1.0,0,0,1998
6817801030,3,1.0,1160,10881,1.0,0,0,1983
8718500275,3,2.75,1950,12240,1.0,0,0,1956
2011400019,5,2.5,2580,11250,1.0,0,0,1964
8643000225,5,1.5,1790,11656,2.0,0,0,1963
2891000680,3,1.75,1070,6110,1.0,0,0,1968
3226049478,4,1.0,1350,9000,1.5,0,0,1964
7522500005,2,1.5,1780,4750,1.0,0,0,1947
192300020,3,2.75,2100,10362,2.0,0,0,1998
6181430280,5,2.5,3597,4972,2.0,0,0,2006
8562800250,4,2.25,2270,10000,1.0,0,0,1974
109210280,4,2.25,1950,7280,2.0,0,0,1979
446000190,5,3.25,2450,6534,2.0,0,0,1951
6669020500,4,1.75,2440,7350,1.0,0,0,1978
7140200380,3,2.0,1910,8050,1.0,0,0,1980
121029034,2,1.0,2034,13392,1.0,1,4,1947
6117500430,5,3.5,4050,13495,1.0,0,2,1988
7203230010,4,3.25,3830,8331,2.0,0,0,2014
2459970020,4,2.5,1950,5451,2.0,0,0,2004
421000285,4,1.5,1730,7020,1.5,0,0,1953
5606000233,5,2.75,1510,5700,2.0,0,1,1946
3578110020,3,2.25,1800,6680,2.0,0,0,1983
6430500010,5,2.5,2200,4080,1.5,0,0,1916
6430000280,4,2.0,1880,5100,1.0,0,0,1952
5151600170,3,1.5,1780,12231,1.0,0,0,1956
1672000020,4,2.25,2410,16650,1.0,0,0,1965
7856410430,6,2.75,5700,20000,1.0,0,4,1977
6744700285,4,3.5,3270,15160,1.0,0,2,1997
2624049167,3,1.5,2090,11895,1.0,0,0,1954
2322059136,3,2.5,2920,434728,2.0,0,3,1999
5412300130,3,2.0,1430,7280,1.0,0,0,1980
3834500417,3,3.25,1760,1778,3.0,0,0,2008
6450300840,4,3.75,2560,5250,2.0,0,0,1963
2877102651,4,2.0,2300,3400,1.5,0,0,1915
8651510020,3,2.25,2100,7335,2.0,0,0,1983
510002995,4,1.0,1640,4200,1.5,0,0,1925
1432600415,3,1.0,1150,7560,1.0,0,0,1958
